date,rain_sum,snowfall_sum,wind_direction_10m_dominant,wind_speed_10m_max,temperature_2m_mean,surface_pressure_mean,soil_moisture_0_to_100cm_mean
2024-08-09 00:00:00+00:00,0.0,0.0,241.81781,17.786331,17.62292,950.9729,0.20821454
2024-08-10 00:00:00+00:00,0.3,0.0,279.88913,15.745627,19.660418,953.6983,0.20807709
2024-08-11 00:00:00+00:00,0.0,0.0,324.73166,14.799459,18.254164,954.83905,0.20598628
2024-08-12 00:00:00+00:00,0.0,0.0,54.78238,11.4862,19.906252,951.087,0.20339417
2024-08-13 00:00:00+00:00,0.0,0.0,100.3177,13.363711,21.139582,949.20264,0.1970975
2024-08-14 00:00:00+00:00,2.5,0.0,176.53185,20.211363,21.862501,948.23016,0.19341753
2024-08-15 00:00:00+00:00,0.7,0.0,233.82962,10.990322,22.189585,950.8167,0.19296585
2024-08-16 00:00:00+00:00,0.70000005,0.0,263.63184,9.693296,22.254168,951.1252,0.20420377
2024-08-17 00:00:00+00:00,2.1000001,0.0,224.307,10.990322,21.162498,947.8752,0.20251626
2024-08-18 00:00:00+00:00,8.8,0.0,83.01912,11.570515,20.614584,943.8386,0.20332332
2024-08-19 00:00:00+00:00,30.299997,0.0,337.58728,27.56058,15.881252,948.3325,0.23620999
2024-08-20 00:00:00+00:00,0.3,0.0,87.125725,10.08,17.683332,949.00055,0.23409294
2024-08-21 00:00:00+00:00,0.5,0.0,274.17035,19.513195,17.022919,946.97736,0.23293085
2024-08-22 00:00:00+00:00,0.0,0.0,214.80196,14.57889,14.591667,948.66675,0.23291667
2024-08-23 00:00:00+00:00,0.0,0.0,206.54123,24.48,18.043749,947.7031,0.23031247
2024-08-24 00:00:00+00:00,0.0,0.0,191.90596,20.192118,21.260416,949.93536,0.22363918
2024-08-25 00:00:00+00:00,3.8,0.0,302.56543,20.00512,18.720833,951.9016,0.21967708
2024-08-26 00:00:00+00:00,2.1999998,0.0,35.90254,11.91812,14.991668,956.0586,0.23093706
2024-08-27 00:00:00+00:00,0.0,0.0,35.355263,14.658676,16.045834,957.0013,0.23087044
2024-08-28 00:00:00+00:00,0.8,0.0,140.6176,13.37825,20.335417,955.22125,0.22801836
2024-08-29 00:00:00+00:00,0.0,0.0,206.999,10.44,22.831251,953.7761,0.22418047
2024-08-30 00:00:00+00:00,0.0,0.0,16.858469,9.931042,23.045837,953.85986,0.22181666
2024-08-31 00:00:00+00:00,0.0,0.0,8.014138,18.0036,17.347918,956.59937,0.21831213
2024-09-01 00:00:00+00:00,0.1,0.0,54.252903,12.783802,16.704166,953.82294,0.2203179
2024-09-02 00:00:00+00:00,0.0,0.0,146.12148,10.495713,19.639585,950.0674,0.21811128
2024-09-03 00:00:00+00:00,0.0,0.0,165.16142,19.48661,21.514582,951.5207,0.21479124
2024-09-04 00:00:00+00:00,0.0,0.0,120.726654,11.367109,22.377083,950.9981,0.20919496
2024-09-05 00:00:00+00:00,0.70000005,0.0,90.10341,17.015474,20.687502,950.2775,0.20670249
2024-09-06 00:00:00+00:00,0.0,0.0,90.27746,11.252519,18.485418,949.7332,0.20328377
2024-09-07 00:00:00+00:00,0.0,0.0,164.39726,21.096123,20.512503,950.48566,0.20394254
2024-09-08 00:00:00+00:00,0.0,0.0,168.2741,25.068514,21.706251,946.27765,0.20437293
2024-09-09 00:00:00+00:00,24.999998,0.0,195.23183,28.82249,16.293749,937.33075,0.21800081
2024-09-10 00:00:00+00:00,4.3999996,0.0,295.54364,12.819235,13.479168,942.4167,0.22340421
